transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN10592,INV5090,119062,2024-05-03,Redemp,65451.53,1019.3808,Verified,Rajasthan
TXN10593,INV5200,119062,21/04/22,redemption,-4523.0,,Pending,Karnataka
TXN10594,INV5084,118632,2022-11-10,redeem,39591.83,790.17,Pending,Haryana
TXN10595,INV5130,119551,03/31/2023,lumpsum,15227.23,378.268,no,Haryana
TXN10596,INV5191,125497,01/27/2025,lumpsum,50431.4,633.2082,VERIFIED,Karnataka
TXN10597,INV5124,118632,09/26/2024,redeem,56336.18,564.8468,N,Tamil Nadu
TXN10598,INV5063,119551,06/30/2023,Lumpsum ,57813.81,2872.3522,failed,Gujarat
TXN10599,INV5094,120841,26/01/23,Lumpsum ,2908.58,77.6995,Failed,Haryana
TXN10600,INV5114,120503,2024-06-21,Lumpsum,37695.17,482.0598,verified,Delhi
TXN10601,INV5190,125497,2023/05/13,sip,82103.33,7307.1695,PENDING,Delhi
TXN10602,INV5079,119777,2024-08-22,Lumpsum ,54031.54,1906.4042,N,Uttar Pradesh
TXN10603,INV5141,119777,29-06-2025,REDEEM,2329.66,37.2922,pending,Kerala
TXN10604,INV5012,119092,2022-12-15,lumpsum,69804.41,2028.294,no,Rajasthan
TXN10605,INV5003,119551,06/03/24,redeem,66179.99,753.8837,Verified,Uttar Pradesh
TXN10606,INV5167,119062,04/19/2023,redemption,10410.57,271.1719,Pending,Kerala
TXN10607,INV5023,120503,2023/02/12,Redemption,71390.68,5257.9299,N,Uttar Pradesh
TXN10608,INV5086,119777,16-03-2024,SIP,35515.35,535.9126,yes,Kerala
TXN10609,INV5071,125497,05/07/25,LUMP_SUM,81578.43,6447.9036,N,Uttar Pradesh
TXN10610,INV5058,120503,12/01/2023,redeem,73124.02,1285.9321,pending,Haryana
TXN10611,INV5161,118632,04-05-2024,REDEMPTION,97068.45,1056.5137,Failed,Telangana
TXN10612,INV5139,120503,28-02-2023,REDEMPTION,80110.45,914.1596,Y,Andhra Pradesh
TXN10613,INV5181,120503,30-05-2024,redeem,91752.66,2378.5735,N,Kerala
TXN10614,INV5185,119551,13/01/23,sip,76660.78,859.3114,failed,Gujarat
TXN10615,INV5078,119777,08/03/26,sip,11123.76,417.7595,InvalidStatus,Haryana
TXN10616,INV5158,119092,2025/05/25,REDEMPTION,23602.16,328.4281,Failed,Delhi
TXN10617,INV5177,119777,2022/10/02,REDEMPTION,65132.07,2452.4571,failed,Telangana
TXN10618,INV5122,120503,02-12-2022,Lumpsum,-222.0,,Y,Gujarat
TXN10619,INV5057,118632,01-04-2026,Sip,95492.56,1927.7535,Pending,Telangana
TXN10620,INV5177,120841,26-07-2024,LUMP_SUM,4661.71,61.1935,failed,Andhra Pradesh
TXN10621,INV5081,119062,2025/06/06,REDEMPTION,64318.69,876.6332,Verified,Kerala
TXN10622,INV5028,119777,2024-07-24,Lumpsum,39863.31,523.3788,N,Gujarat
TXN10623,INV5133,125497,24/01/23,Redemption,30803.14,364.5951,no,Karnataka
TXN10624,INV5109,119092,2025-06-09,REDEEM,14652.84,173.0165,no,Delhi
TXN10625,INV5185,119551,2023/01/04,REDEEM,39610.14,1012.7496,Verified,Karnataka
TXN10626,INV5117,118632,2024-07-20,lumpsum,65033.35,878.4459,VERIFIED,Andhra Pradesh
TXN10627,INV5188,119551,2022-07-06,REDEEM,36612.87,640.7174,failed,Andhra Pradesh
TXN10628,INV5131,120503,2024/02/15,LUMP_SUM,-1499.0,,Failed,Haryana
TXN10629,INV5169,120503,29-11-2022,sip,5605.39,148.5832,PENDING,Telangana
TXN10630,INV5074,120503,29-08-2022,Lumpsum,0.0,,InvalidStatus,Uttar Pradesh
TXN10631,INV5004,119777,10/16/2024,redemption,60994.4,1120.9731,yes,Haryana
TXN10632,INV5169,119777,07/18/2024,Redemption,60210.16,1880.1465,N,Uttar Pradesh
TXN10633,INV5159,118632,11-04-2022,sip,,,Failed,Maharashtra
TXN10634,INV5038,125497,2025/09/28,REDEMPTION,92078.28,6388.6362,failed,Karnataka
TXN10635,INV5042,119092,2025/06/05,REDEMPTION,18153.22,356.0823,Pending,West Bengal
TXN10636,INV5010,119551,23/04/26,Lumpsum ,38204.47,2374.4231,failed,Kerala
TXN10637,INV5017,119092,22-08-2024,Sip,27804.65,484.1085,N,Tamil Nadu
TXN10638,INV5179,118632,2025-06-07,Sip,97945.32,1700.2862,verified,Telangana
TXN10639,INV5186,119092,2024/05/24,Lumpsum ,57726.7,873.4298,VERIFIED,Haryana
TXN10640,INV5145,119777,11/30/2024,Redemption,88424.54,2857.4791,Y,Tamil Nadu
TXN10641,INV5001,119551,02/19/2022,redeem,73878.1,2577.7627,Pending,Gujarat
TXN10642,INV5106,125497,15/11/23,redemption,21627.62,319.6721,PENDING,Uttar Pradesh
TXN10643,INV5066,119551,23/09/23,redemption,76819.74,3794.4465,Failed,West Bengal
TXN10644,INV5102,125497,26-12-2022,Lumpsum ,92266.84,1736.9594,no,Maharashtra
TXN10645,INV5166,120503,13-09-2024,redeem,86589.82,955.3835,no,Gujarat
TXN10646,INV5191,125497,03/12/24,REDEMPTION,31892.53,547.7022,yes,Haryana
TXN10647,INV5176,120841,2023-12-26,sip,3601.73,36.5563,pending,Kerala
TXN10648,INV5043,119062,2023/01/19,Sip,75278.25,1024.5569,Failed,Andhra Pradesh
TXN10649,INV5009,119092,2024-04-27,Redemption,37472.57,442.6704,Y,Tamil Nadu
TXN10650,INV5135,119092,2022-12-25,Lumpsum ,77890.14,844.7785,no,Kerala
TXN10651,INV5007,119777,21-10-2024,Lumpsum,48605.46,548.2904,Y,West Bengal
TXN10652,INV5037,119551,23-11-2024,Lumpsum,46207.16,622.4782,N,Delhi
TXN10653,INV5002,119092,2022/04/01,Sip,88973.99,4615.0119,InvalidStatus,Rajasthan
TXN10654,INV5191,119092,2022/02/16,Redemp,89267.49,2296.0198,yes,Uttar Pradesh
TXN10655,INV5071,120841,05/02/2026,redeem,15357.41,443.5056,Verified,Haryana
TXN10656,INV5144,119551,2023/02/28,Lumpsum ,27469.68,289.4745,InvalidStatus,Uttar Pradesh
TXN10657,INV5147,118632,2022-12-17,lumpsum,34204.52,685.073,VERIFIED,Maharashtra
TXN10658,INV5121,125497,08/05/2022,SIP,39495.72,537.935,Pending,Rajasthan
TXN10659,INV5177,119777,16/06/25,lumpsum,20215.64,258.3263,InvalidStatus,Kerala
TXN10660,INV5021,119777,08-03-2025,Sip,92009.06,1764.4905,no,Uttar Pradesh
TXN10661,INV5176,119777,21-08-2024,Lumpsum,89622.24,2697.4542,Failed,Gujarat
TXN10662,INV5047,120841,10/28/2023,Redemption,-3993.0,,verified,West Bengal
TXN10663,INV5123,119777,16/12/22,Redemp,57680.49,1035.2688,failed,Andhra Pradesh
TXN10664,INV5028,120841,2025-02-12,Redemp,46367.0,734.2565,yes,Haryana
TXN10665,INV5063,120503,09/14/2024,Sip,81484.61,1289.5722,InvalidStatus,Gujarat
TXN10666,INV5146,120841,20-01-2025,sip,8250.49,87.9792,Pending,Telangana
TXN10667,INV5030,119777,2023/10/29,Sip,18029.31,187.7476,verified,Haryana
TXN10668,INV5028,119062,11/02/2023,redeem,9508.03,113.8236,Pending,Rajasthan
TXN10669,INV5001,120503,15-09-2025,Redemption,39303.27,633.7824,yes,Tamil Nadu
TXN10670,INV5175,120841,2023/09/06,Redemp,30802.74,324.581,failed,Andhra Pradesh
TXN10671,INV5089,119551,2025-04-08,REDEMPTION,40717.64,1895.606,Y,Maharashtra
TXN10672,INV5095,125497,2022/01/02,Lumpsum ,28579.82,2231.6431,failed,Andhra Pradesh
TXN10673,INV5152,119062,04/07/25,REDEEM,38465.72,651.2914,pending,Karnataka
TXN10674,INV5122,120503,2023/01/21,LUMP_SUM,36348.64,764.4107,Y,Rajasthan
TXN10675,INV5033,120503,2022-01-24,redeem,0.0,,PENDING,Telangana
TXN10676,INV5169,119062,2022-10-06,sip,41877.62,820.4448,InvalidStatus,Andhra Pradesh
TXN10677,INV5155,119062,30-06-2025,Redemption,55428.98,1097.514,Failed,Tamil Nadu
TXN10678,INV5048,119062,2025-05-23,REDEMPTION,73225.88,988.3142,Y,Gujarat
TXN10679,INV5140,120841,2022-03-10,REDEMPTION,37173.57,597.4135,PENDING,Delhi
TXN10680,INV5037,119092,2024/08/10,Sip,61202.03,1908.3402,pending,Andhra Pradesh
TXN10681,INV5170,119551,2025/11/01,Redemp,61497.39,673.4077,N,Maharashtra
TXN10682,INV5121,119777,11/15/2024,REDEMPTION,42391.1,439.5032,InvalidStatus,Uttar Pradesh
TXN10683,INV5075,120503,2022/03/14,REDEEM,78609.64,2350.775,pending,Telangana
TXN10684,INV5149,120503,2025-03-19,redeem,80985.13,1223.5523,Y,Telangana
TXN10685,INV5022,120503,2024-11-01,Redemp,13687.61,387.8886,Y,Maharashtra
TXN10686,INV5190,119551,21-05-2025,REDEMPTION,66085.99,1526.9754,VERIFIED,Uttar Pradesh
TXN10687,INV5180,118632,20-09-2024,Redemp,3792.51,38.4767,VERIFIED,Haryana
TXN10688,INV5040,119777,03/22/2026,Redemp,66236.4,879.1674,VERIFIED,Tamil Nadu
TXN10689,INV5148,120841,22/04/22,Redemp,5726.06,110.6243,no,Uttar Pradesh
TXN10690,INV5122,118632,02/17/2024,Redemption,53278.99,1084.5355,Y,Telangana
TXN10691,INV5098,120841,2024-12-21,Sip,63923.7,665.48,failed,Haryana
TXN10692,INV5167,119092,18/11/23,lumpsum,25906.72,414.0047,no,Rajasthan
TXN10693,INV5192,118632,2026/02/12,Redemp,34071.96,472.4012,VERIFIED,West Bengal
TXN10694,INV5141,125497,2025-10-09,Sip,0.0,,verified,Kerala
TXN10695,INV5027,119777,21-12-2023,REDEEM,19711.41,1624.6057,verified,Maharashtra
TXN10696,INV5153,118632,2025-05-12,REDEEM,9095.44,141.1859,failed,Rajasthan
TXN10697,INV5196,120503,16-08-2022,lumpsum,66217.55,3938.1744,no,Uttar Pradesh
TXN10698,INV5197,119062,18/11/25,lumpsum,7862.71,98.3582,failed,Gujarat
TXN10699,INV5086,125497,13/06/23,sip,49426.32,528.2127,Pending,Gujarat
TXN10700,INV5046,119777,11-08-2022,redemption,22229.46,327.3832,no,Andhra Pradesh
TXN10701,INV5067,119551,2022-03-13,Sip,25434.34,507.3739,no,Karnataka
TXN10702,INV5168,125497,03/19/2022,lumpsum,33318.17,736.806,Verified,Kerala
TXN10703,INV5182,119777,09/06/2024,LUMP_SUM,78203.24,969.2491,N,Tamil Nadu
TXN10704,INV5001,119062,11/12/2025,Sip,93536.7,2211.131,pending,Uttar Pradesh
TXN10705,INV5103,125497,2025-07-18,Lumpsum ,96112.09,5574.5881,no,Uttar Pradesh
TXN10706,INV5166,118632,2022/12/28,SIP,66243.04,1795.2855,failed,Delhi
TXN10707,INV5162,120841,2024-09-23,redeem,19351.72,1464.6141,Verified,Andhra Pradesh
TXN10708,INV5152,118632,09/28/2024,Sip,64519.06,1173.6804,InvalidStatus,Telangana
TXN10709,INV5005,125497,2023-11-26,Lumpsum ,4760.05,230.6579,InvalidStatus,Rajasthan
TXN10710,INV5171,119777,2025/10/20,sip,23682.07,1436.7562,PENDING,Karnataka
TXN10711,INV5126,125497,2024/08/23,SIP,65054.25,5760.6489,pending,Maharashtra
TXN10712,INV5079,119551,2024/07/23,sip,6863.78,82.1298,verified,Telangana
TXN10713,INV5153,118632,10-05-2022,LUMP_SUM,83671.65,1094.9844,failed,West Bengal
TXN10714,INV5031,120503,21-10-2023,Redemp,-1520.0,,Failed,Delhi
TXN10715,INV5031,119092,10/17/2022,sip,55564.07,1122.9713,Pending,Maharashtra
TXN10716,INV5035,119551,2025/07/18,LUMP_SUM,2055.22,38.1819,Verified,Maharashtra
TXN10717,INV5046,119551,2025/12/18,lumpsum,80837.47,1016.4317,PENDING,Karnataka
TXN10718,INV5053,120503,03/08/25,redemption,24305.75,945.4031,PENDING,Maharashtra
TXN10719,INV5153,120503,01/08/2026,REDEMPTION,62905.57,782.0917,Failed,Gujarat
TXN10720,INV5002,118632,2023-01-29,redemption,62082.63,708.3355,N,Kerala
TXN10721,INV5057,119777,27-04-2026,lumpsum,,,verified,Karnataka
TXN10722,INV5176,119777,15-10-2024,sip,4790.0,70.4024,Y,Tamil Nadu
TXN10723,INV5112,119092,2023/11/16,Redemp,45588.19,2350.1612,Verified,Kerala
TXN10724,INV5046,120503,03/01/2022,redemption,89560.38,1195.3134,Pending,Haryana
TXN10725,INV5084,119062,12/02/23,Lumpsum,32950.16,1750.2687,PENDING,Gujarat
TXN10726,INV5052,119062,2023-03-28,Redemption,5906.77,119.9884,yes,Haryana
TXN10727,INV5117,120503,04/03/24,sip,19818.41,468.8183,Y,Tamil Nadu
TXN10728,INV5086,120503,2022/03/07,SIP,11555.37,222.655,failed,Karnataka
TXN10729,INV5195,120841,27/03/23,REDEMPTION,79559.26,830.9199,VERIFIED,Haryana
TXN10730,INV5142,118632,06/27/2022,redemption,99568.6,1574.3993,no,Uttar Pradesh
TXN10731,INV5004,119062,16-02-2026,Lumpsum,58156.97,644.2984,Pending,Karnataka
TXN10732,INV5147,125497,2024-05-05,SIP,73480.89,1326.8616,failed,Kerala
TXN10733,INV5101,119777,2025-11-27,Redemption,8767.61,112.7274,PENDING,Andhra Pradesh
TXN10734,INV5105,118632,29/09/22,lumpsum,99895.69,8736.9409,pending,Uttar Pradesh
TXN10735,INV5042,119777,2025/03/14,SIP,46644.18,2075.2742,PENDING,Gujarat
TXN10736,INV5048,120841,07/07/2025,REDEEM,86108.07,5262.4052,PENDING,West Bengal
TXN10737,INV5136,125497,08/31/2023,Redemp,94636.5,1608.94,InvalidStatus,Tamil Nadu
TXN10738,INV5176,119551,24/06/25,REDEEM,51716.28,562.7429,Failed,Maharashtra
TXN10739,INV5029,119062,01/19/2024,REDEMPTION,-3101.0,,VERIFIED,Rajasthan
TXN10740,INV5144,119551,22-02-2025,sip,24243.95,1198.9971,no,Andhra Pradesh
TXN10741,INV5193,118632,23-03-2026,Lumpsum ,27102.11,380.5385,Y,Maharashtra
TXN10742,INV5017,120841,12/09/2023,Redemption,83041.2,1587.3383,N,Rajasthan
TXN10743,INV5137,119092,2024/07/14,Lumpsum ,94563.85,1142.191,verified,Tamil Nadu
TXN10744,INV5118,119551,06/14/2022,sip,95684.38,4822.1105,Y,Delhi
TXN10745,INV5179,120503,13-10-2024,Lumpsum,62913.98,1729.1067,pending,Kerala
TXN10746,INV5034,119777,12/12/2023,Redemption,2637.49,97.6289,Verified,Tamil Nadu
TXN10747,INV5134,120841,2024/04/23,Lumpsum ,78789.02,1465.7507,pending,Andhra Pradesh
TXN10748,INV5136,119777,26/07/24,REDEMPTION,79040.15,3104.9297,Y,Tamil Nadu
TXN10749,INV5124,120841,2023-08-14,sip,45864.69,1836.5949,VERIFIED,Andhra Pradesh
TXN10750,INV5138,119092,09-01-2023,REDEEM,66802.42,2805.2176,yes,Delhi
TXN10751,INV5011,120841,22-03-2025,Redemption,18857.41,311.056,Verified,Rajasthan
TXN10752,INV5082,120841,30/10/22,Redemption,16678.46,449.0654,Verified,Gujarat
TXN10753,INV5128,120503,27/07/24,sip,0.0,,PENDING,Kerala
TXN10754,INV5130,120841,18/08/25,Redemption,96975.75,1245.2817,Pending,Rajasthan
TXN10755,INV5038,119777,2023-11-25,REDEEM,4488.05,63.1935,verified,Uttar Pradesh
TXN10756,INV5007,119062,18-06-2025,Redemption,32973.46,509.3716,yes,Haryana
TXN10757,INV5135,118632,20/05/26,Lumpsum,0.0,,N,Telangana
TXN10758,INV5174,119551,11/14/2024,Lumpsum,60515.6,1079.8639,Verified,Rajasthan
TXN10759,INV5093,119062,10/30/2022,Lumpsum ,1712.98,41.7364,Y,Telangana
TXN10760,INV5144,119551,03/18/2023,REDEEM,80466.71,2236.6115,InvalidStatus,Andhra Pradesh
TXN10761,INV5109,119062,2022/10/13,REDEMPTION,21174.49,401.6773,N,West Bengal
TXN10762,INV5017,119062,2022-07-01,LUMP_SUM,27696.22,1075.9837,no,Andhra Pradesh
TXN10763,INV5146,120503,13-02-2023,LUMP_SUM,49313.27,586.7,Y,Haryana
TXN10764,INV5078,119777,02/19/2025,Lumpsum,0.0,,Verified,Karnataka
TXN10765,INV5068,119092,08/04/2025,Sip,89322.31,1878.7251,no,Andhra Pradesh
TXN10766,INV5166,118632,2022-02-28,Redemp,99436.13,6212.7256,PENDING,West Bengal
TXN10767,INV5149,119777,03/04/2025,lumpsum,47866.05,660.3848,verified,West Bengal
TXN10768,INV5132,125497,16-06-2023,REDEMPTION,,,Failed,Telangana
TXN10769,INV5178,120503,02-01-2024,SIP,42241.64,458.7024,Failed,Maharashtra
TXN10770,INV5075,119092,2024-12-20,redemption,62988.98,799.129,Pending,Karnataka
TXN10771,INV5140,120841,10/10/23,lumpsum,68990.49,3704.186,Pending,West Bengal
TXN10772,INV5037,125497,2022/10/08,lumpsum,48747.45,1199.8434,VERIFIED,Delhi
TXN10773,INV5056,120503,27-10-2024,Lumpsum,56086.19,778.2317,N,Kerala
TXN10774,INV5183,119551,05/04/2024,Sip,13557.6,1172.3823,Failed,Uttar Pradesh
TXN10775,INV5177,120841,10/12/2022,REDEMPTION,97026.09,3805.147,Y,Maharashtra
TXN10776,INV5191,119551,01-04-2023,REDEEM,23044.16,1082.8526,VERIFIED,Delhi
TXN10777,INV5109,119551,2022-06-09,Redemp,43409.12,1568.7252,Verified,Rajasthan
TXN10778,INV5132,125497,2024-08-18,lumpsum,-2571.0,,pending,Maharashtra
TXN10779,INV5194,119551,2022/09/11,Lumpsum,20402.43,289.9965,Verified,Delhi
TXN10780,INV5038,119092,02/04/25,Lumpsum ,50313.12,665.7828,yes,Kerala
TXN10781,INV5146,119551,2022/07/22,Redemp,0.0,,yes,Andhra Pradesh
TXN10782,INV5050,119092,2022/12/18,SIP,10319.23,352.6569,N,Andhra Pradesh
TXN10783,INV5122,120841,2025/11/30,sip,95795.9,3645.7055,Failed,Gujarat
TXN10784,INV5109,118632,19-11-2024,LUMP_SUM,98468.97,4661.1678,verified,Kerala
TXN10785,INV5035,119777,11/04/26,REDEEM,72352.59,4157.6417,no,Delhi
TXN10786,INV5099,119092,2024/07/24,REDEEM,97629.82,1954.3151,N,Gujarat
TXN10787,INV5075,119062,2023-01-22,Redemp,68073.55,2604.5142,pending,Telangana
TXN10788,INV5173,119551,03/22/2024,redemption,8958.09,391.1304,failed,Andhra Pradesh
TXN10789,INV5152,119551,27-02-2026,Sip,20309.1,724.7112,failed,Delhi
TXN10790,INV5060,119062,01/25/2026,lumpsum,76714.23,1209.46,InvalidStatus,Rajasthan
TXN10791,INV5103,120841,2024/09/01,LUMP_SUM,51385.74,2208.8408,no,Delhi
TXN10792,INV5032,119092,09/29/2024,Lumpsum,13893.53,732.6148,Verified,Delhi
TXN10793,INV5128,125497,01/02/2023,REDEMPTION,15697.3,237.9208,verified,Delhi
TXN10794,INV5170,119777,12-08-2024,lumpsum,49279.91,1468.8553,Failed,Kerala
TXN10795,INV5140,125497,2026-04-14,LUMP_SUM,12353.84,244.5801,failed,Telangana
TXN10796,INV5118,125497,09-03-2022,redemption,78048.56,870.8539,VERIFIED,Telangana
TXN10797,INV5111,120503,10/02/2023,Redemption,57101.09,1054.5017,N,Rajasthan
TXN10798,INV5139,119777,2024/09/01,sip,39442.79,723.4262,failed,Haryana
TXN10799,INV5174,120841,19/04/26,Lumpsum ,,,Pending,Maharashtra
TXN10800,INV5033,120841,2023/12/16,SIP,62702.72,1416.9593,failed,West Bengal
TXN10801,INV5092,119062,2023-12-21,redeem,23844.9,626.0318,verified,Andhra Pradesh
TXN10802,INV5017,119092,23/08/22,sip,0.0,,Failed,Maharashtra
TXN10803,INV5118,119062,2025/03/09,LUMP_SUM,69747.87,1108.5338,Failed,Gujarat
TXN10804,INV5147,119062,2023/10/23,Sip,10455.64,147.762,Failed,Telangana
TXN10805,INV5129,120841,2022/12/08,lumpsum,43881.12,801.8382,InvalidStatus,Delhi
TXN10806,INV5138,118632,12/08/23,SIP,57565.31,698.4872,Pending,Andhra Pradesh
TXN10807,INV5024,119551,27/04/25,lumpsum,,,InvalidStatus,Kerala
TXN10808,INV5122,119062,06/03/23,Redemp,82462.03,1488.0127,Y,Gujarat
TXN10809,INV5170,120841,02/14/2023,LUMP_SUM,51779.24,735.0785,N,Karnataka
TXN10810,INV5005,120503,03/27/2025,Lumpsum,82478.85,873.4458,Y,Rajasthan
TXN10811,INV5137,119062,2025-03-05,redemption,46517.43,1470.5044,PENDING,Rajasthan
TXN10812,INV5196,119092,06/10/2024,Lumpsum ,91158.21,1359.4853,failed,Uttar Pradesh
TXN10813,INV5074,120503,2023/06/10,Lumpsum,11799.08,432.6375,yes,Uttar Pradesh
TXN10814,INV5119,119777,02/20/2025,LUMP_SUM,4181.87,171.7946,VERIFIED,Maharashtra
TXN10815,INV5067,119092,2025/09/10,sip,4702.12,62.676,InvalidStatus,Maharashtra
TXN10816,INV5015,119551,2023/10/05,lumpsum,90107.2,1932.3613,Failed,Rajasthan
TXN10817,INV5169,119551,23-03-2024,Lumpsum,73580.8,783.0728,N,Rajasthan
TXN10818,INV5149,119092,2024-10-13,Lumpsum,77432.49,2026.6609,Pending,Andhra Pradesh
TXN10819,INV5100,118632,16-05-2024,sip,21803.81,628.1842,failed,Uttar Pradesh
TXN10820,INV5151,125497,2024/10/01,Lumpsum ,11739.65,198.5831,no,Rajasthan
TXN10821,INV5064,119092,24/10/22,Redemption,82225.85,6911.6642,Pending,Maharashtra
TXN10822,INV5190,125497,15-11-2025,lumpsum,31272.22,324.8605,Failed,Rajasthan
TXN10823,INV5032,118632,06/25/2024,SIP,39601.07,404.0128,Y,Uttar Pradesh
TXN10824,INV5024,118632,02-09-2023,sip,63319.59,710.2427,InvalidStatus,Rajasthan
TXN10825,INV5105,125497,2023-07-16,Redemp,47373.58,1004.39,Failed,Andhra Pradesh
TXN10826,INV5109,119551,25/11/22,redemption,,,failed,Haryana
TXN10827,INV5187,120841,2024-07-17,Redemp,,,pending,Karnataka
TXN10828,INV5162,119777,05-08-2025,SIP,63015.48,1648.1115,verified,Delhi
TXN10829,INV5041,118632,23-11-2024,REDEMPTION,79367.91,2048.4197,no,Andhra Pradesh
TXN10830,INV5035,119092,2022/12/22,Lumpsum ,20267.04,428.4363,VERIFIED,Gujarat
TXN10831,INV5097,118632,2022-02-12,redemption,62849.42,686.009,no,Tamil Nadu
TXN10832,INV5068,120503,04/12/2022,REDEMPTION,26385.7,1464.6099,Failed,Karnataka
TXN10833,INV5146,119551,2022/01/29,LUMP_SUM,92864.34,1099.5957,no,Delhi
TXN10834,INV5058,118632,26/01/23,lumpsum,38516.31,788.9813,yes,Haryana
TXN10835,INV5056,119092,28-01-2026,LUMP_SUM,79350.12,6302.8407,Y,Tamil Nadu
TXN10836,INV5159,119777,24/05/23,REDEMPTION,46087.33,4217.0447,VERIFIED,West Bengal
TXN10837,INV5178,119062,07-11-2025,REDEEM,42617.45,668.5338,verified,Delhi
TXN10838,INV5143,125497,17/04/22,Lumpsum,35753.02,553.6777,pending,Haryana
TXN10839,INV5182,125497,11/01/22,redemption,30599.48,672.1805,Failed,Karnataka
TXN10840,INV5144,125497,03-04-2025,lumpsum,49537.56,1222.3677,no,Karnataka
TXN10841,INV5023,120841,2025/12/25,LUMP_SUM,12125.78,867.7017,VERIFIED,Telangana
TXN10842,INV5072,120841,30/05/24,lumpsum,76275.61,2260.8075,Failed,Gujarat
TXN10843,INV5043,120841,02/18/2026,Redemp,55789.63,599.5226,pending,Telangana
TXN10844,INV5014,118632,2022-11-01,Lumpsum,47289.63,1913.0151,no,Gujarat
TXN10845,INV5030,119777,03/25/2022,Lumpsum ,56305.02,1099.7424,verified,Andhra Pradesh
TXN10846,INV5038,119551,2023-12-17,Lumpsum,18475.17,734.7,N,Uttar Pradesh
TXN10847,INV5145,118632,2025-04-10,redemption,18466.6,198.9138,yes,Telangana
TXN10848,INV5174,119551,2023-11-05,lumpsum,68223.62,1500.2352,Pending,Delhi
TXN10849,INV5083,120503,2022-03-01,Redemption,66124.16,1299.9934,Y,Haryana
TXN10850,INV5169,125497,2023-11-06,redeem,45583.65,478.4798,PENDING,Haryana
TXN10851,INV5034,118632,10/04/22,Lumpsum ,74508.1,1257.6468,Pending,Gujarat
TXN10852,INV5024,119062,07-06-2023,Lumpsum,86618.79,4804.9615,yes,Karnataka
TXN10853,INV5100,119062,07-08-2023,Sip,80209.49,1052.2032,Y,Rajasthan
TXN10854,INV5155,120503,2024-01-06,Lumpsum ,49217.49,548.7684,no,Uttar Pradesh
TXN10855,INV5145,119062,07/04/2022,Redemp,19042.41,285.2293,verified,Maharashtra
TXN10856,INV5132,120841,07-08-2024,redeem,15929.44,291.8602,pending,Rajasthan
TXN10857,INV5135,119551,08/19/2023,LUMP_SUM,80253.7,2166.9461,VERIFIED,Rajasthan
TXN10858,INV5077,118632,12/07/2024,lumpsum,55323.94,597.7271,N,Delhi
TXN10859,INV5131,119062,2024-04-25,Redemption,57063.58,1739.519,Y,Haryana
TXN10860,INV5021,125497,08/22/2022,sip,84369.53,5995.0135,failed,Andhra Pradesh
TXN10861,INV5077,120841,04/17/2025,Redemp,62569.13,1848.0578,InvalidStatus,Karnataka
TXN10862,INV5055,120503,2022/06/10,lumpsum,11079.9,190.7242,Verified,Gujarat
TXN10863,INV5030,125497,12/18/2022,Redemption,86943.66,897.0446,Pending,Andhra Pradesh
TXN10864,INV5125,119092,2025/06/20,Lumpsum ,96332.59,1361.4142,InvalidStatus,Uttar Pradesh
TXN10865,INV5023,120503,2022-10-04,Lumpsum,2080.58,21.3729,Verified,Tamil Nadu
TXN10866,INV5124,120503,23-08-2025,LUMP_SUM,85889.84,1468.8947,verified,Uttar Pradesh
TXN10867,INV5198,119777,10/31/2022,LUMP_SUM,0.0,,VERIFIED,Karnataka
TXN10868,INV5190,119777,09/20/2024,SIP,58730.01,2088.5154,Pending,Gujarat
TXN10869,INV5014,120841,2022-01-17,redeem,43462.9,916.7119,no,Andhra Pradesh
TXN10870,INV5149,119092,03/17/2022,LUMP_SUM,59308.41,911.952,pending,Telangana
TXN10871,INV5060,125497,2024-12-17,LUMP_SUM,55548.94,1628.6956,pending,Gujarat
TXN10872,INV5122,119551,2024/10/10,redeem,69902.69,5887.7207,Y,Andhra Pradesh
TXN10873,INV5050,119777,12/06/2023,Lumpsum,58972.04,823.0839,Pending,Andhra Pradesh
TXN10874,INV5169,119777,26/09/22,REDEEM,96000.44,1129.7191,pending,Rajasthan
TXN10875,INV5189,120841,25-08-2024,REDEMPTION,69224.41,3898.3699,no,Karnataka
TXN10876,INV5045,118632,2022/11/17,Redemption,41890.44,421.2675,Y,Tamil Nadu
TXN10877,INV5054,125497,07/02/22,lumpsum,16281.24,192.6423,N,Maharashtra
TXN10878,INV5017,120841,2024-05-31,REDEMPTION,56417.15,1049.1749,Failed,West Bengal
TXN10879,INV5197,125497,2026/04/27,lumpsum,85414.11,963.6872,Pending,Rajasthan
TXN10880,INV5027,125497,06/15/2024,Redemp,11036.24,169.915,InvalidStatus,Delhi
TXN10881,INV5144,125497,2024-11-04,sip,87151.51,947.4152,VERIFIED,Andhra Pradesh
TXN10882,INV5075,119777,2026/04/10,Redemption,10379.78,152.1106,Failed,Karnataka
TXN10883,INV5032,118632,06/18/2024,Redemp,24908.95,300.7489,Failed,Uttar Pradesh
TXN10884,INV5130,120503,24/06/22,Lumpsum ,41793.36,627.0606,yes,Karnataka
TXN10885,INV5193,119062,13-04-2023,Redemp,91843.0,1011.1986,N,Rajasthan
TXN10886,INV5093,125497,25-06-2024,Redemp,0.0,,InvalidStatus,Kerala
